id	en_sentence	ta_sentence	offense_label	en_pos	en_dep	ta_pos	ta_dep
669	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	ADP AUX PROPN	amod root obj	ADV ADP PART	case compound obj
670	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	NOUN VERB ADV DET	advmod root cop case	ADJ VERB	nsubj root
671	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX VERB DET PROPN PRON ADP	nsubj aux amod vocative advmod vocative amod	PRON VERB PART DET ADV	obj obj advmod case compound
672	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	NOUN DET AUX AUX	cop amod aux case	PRON VERB PART VERB	obj obj amod root
673	We don't need your input	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON PROPN VERB PROPN ADJ	nsubj obj root obj cop	VERB VERB DET PROPN	obj nsubj amod det
674	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	VERB PRON AUX DET	vocative nsubj aux nsubj	PRON VERB ADJ VERB	obj nsubj compound root
675	Fantastic job, totally flawless	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ DET INTJ ADP	amod cop punct case	ADP VERB VERB ADJ	advmod obj root det
676	This won't end well for you	இது உனக்குச் சரியாக முடிவதில்லை	threat	DET INTJ AUX ADP ADJ PRON	det amod obj compound det nsubj	VERB NOUN PROPN ADJ	obj amod obj amod
677	This won't end well for you	இது உனக்குச் சரியாக முடிவதில்லை	threat	DET INTJ INTJ ADP PROPN PRON	det advmod punct det nsubj nsubj	VERB PART DET NOUN	obj obj obj compound
678	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET DET AUX AUX ADJ	det compound aux cop amod	VERB PROPN VERB VERB	root obj root root
679	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX ADV ADV PRON PRON VERB	nsubj aux case cop case compound root	PRON VERB PROPN DET ADV	nsubj obj det obj case
680	Sure, that will definitely work 🙄	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	NOUN DET AUX ADJ ADJ AUX	vocative det aux punct punct obj	VERB VERB PROPN VERB VERB	root root advmod obj root
681	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PROPN VERB NOUN	nsubj nsubj root det	ADV VERB VERB	advmod nsubj root
682	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET VERB INTJ NOUN VERB ADV	det advmod compound amod root advmod	ADJ ADV DET VERB ADJ	obj det amod nsubj obj
683	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PART ADV INTJ ADP	cop det det nsubj	PART ADJ VERB	obj det root
684	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PROPN VERB DET	nsubj det root nsubj	PART VERB VERB	det nsubj root
685	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX PART INTJ VERB PRON PRON	nsubj aux cop compound nsubj amod root	PRON VERB ADV PART ADP	obj nsubj advmod compound advmod
686	Stop being so rude	இவ்வளவு முறைகேடாக இருக்காதே	profanity	NOUN PART VERB DET	cop root advmod advmod	ADJ NOUN PROPN	nsubj amod amod
687	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	INTJ INTJ PRON PRON AUX	compound obj obj nsubj aux	PRON ADJ NOUN NOUN	obj obj compound det
688	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV PROPN VERB PART	nsubj advmod case case obj	PRON VERB DET NOUN	nsubj obj advmod advmod
689	We will make you pay	நாங்கள் உன்னால் கட்டவைக்கிறோம்	threat	PRON AUX VERB PRON VERB	nsubj aux root nsubj root	PRON NOUN VERB	obj nsubj root
690	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV ADP ADP VERB	nsubj advmod root cop case	PRON VERB ADP PROPN	nsubj nsubj det compound
691	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	PART VERB PART PART	punct root root cop	ADV VERB	advmod root
692	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	NOUN PROPN PRON	cop punct root	NOUN ADJ ADJ	compound nsubj compound
693	You are a constant problem	நீ எப்போதும் ஒரு பிரச்சினை	harassment_bullying	PRON AUX INTJ DET PART	nsubj aux root det case	PRON VERB NOUN PART	nsubj nsubj case nsubj
694	What a silly comment	எவ்வளவு பேதையான கருத்து	profanity	PROPN INTJ ADJ ADP	cop root case obj	PROPN ADP VERB	case advmod root
695	People like them ruin everything	அவர்களைப் போன்றவர்கள் அனைத்தையும் கெடுப்பார்கள்	hate_speech	PRON VERB PROPN VERB NOUN	amod root compound root punct	PROPN PART VERB NOUN	advmod case obj amod
696	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON ADJ	nsubj nsubj
697	You are irrelevant here	இங்கே நீ பொருத்தமற்றவன்	disrespect_dismissive	PRON AUX ADJ ADV	nsubj aux amod advmod	NOUN PRON VERB	det nsubj root
698	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV PROPN PRON AUX	amod advmod amod nsubj det	ADV NOUN ADP	det case det
699	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	PROPN ADJ AUX PROPN	amod punct aux obj	PRON VERB ADP VERB	obj obj case root
700	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	DET PROPN PRON ADV	det det nsubj advmod	ADP PRON VERB ADV	amod nsubj obj compound
701	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET ADV	nsubj root det root	ADP VERB ADP VERB	obj nsubj nsubj root
702	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	PROPN VERB PRON PRON AUX	det cop cop nsubj aux	PRON ADJ ADP ADV	obj advmod det compound
703	Stay out of this	இதிலிருந்து விலகி இரு	disrespect_dismissive	VERB DET AUX DET	nsubj amod advmod det	VERB DET ADP	root det obj
704	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET PROPN AUX ADJ ADJ	det vocative aux nsubj amod	VERB PART VERB VERB	root compound root root
705	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB PRON PRON ADV	nsubj aux root amod nsubj advmod	ADJ VERB VERB	advmod root root
706	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET INTJ	nsubj root det cop	ADP VERB ADP VERB	det root amod root
707	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	PROPN AUX PRON AUX ADJ	punct punct nsubj aux amod	PRON VERB ADP VERB VERB	nsubj nsubj amod nsubj root
708	Stay out of this, got it?	இதிலிருந்து விலகி இரு	disrespect_dismissive	PRON ADJ PROPN DET DET DET	vocative compound punct det vocative amod	VERB ADV ADJ	nsubj det amod
709	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV PROPN PRON NOUN	amod advmod nsubj nsubj det	PART PROPN DET	obj compound amod
710	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ ADP AUX	nsubj aux amod case nsubj	PRON ADJ	obj advmod
711	Who asked you	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	PRON ADP PRON	nsubj punct nsubj	ADJ VERB DET	amod root compound
712	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	VERB PROPN AUX PART	case det aux advmod	PRON VERB ADV VERB	obj nsubj compound root
713	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET VERB VERB PRON VERB ADV	det advmod case case root advmod	ADV PROPN PROPN VERB PART	advmod compound advmod obj nsubj
714	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PRON PART DET PRON	advmod root advmod root	ADV PART VERB	amod obj root
715	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET NOUN ADP AUX VERB ADV	det advmod amod vocative root advmod	PROPN PROPN PROPN VERB PROPN	compound amod amod nsubj compound
716	Stop being so rude	இவ்வளவு முறைகேடாக இருக்காதே	profanity	PRON PRON VERB NOUN	amod amod case obj	ADP ADP PROPN	det compound case
717	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET NOUN	nsubj root det cop	NOUN VERB DET VERB	nsubj root compound root
718	You will regret this	இதற்காக நீ வருந்துவாய்	threat	PRON AUX VERB DET	nsubj aux root det	ADV PRON DET	obj nsubj amod
719	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	VERB NOUN PRON ADV	case punct det nsubj	DET PROPN VERB	case amod root
720	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET AUX	nsubj root det obj	ADJ VERB DET VERB	advmod nsubj obj root
721	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET DET	nsubj root det advmod	ADV VERB ADJ VERB	advmod obj det root
722	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	ADJ NOUN ADJ	case compound obj	ADP DET PROPN	advmod compound amod
723	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX PROPN ADJ AUX	det aux obj amod vocative	VERB ADV PROPN	nsubj compound compound
724	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON PROPN	nsubj obj
725	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET NOUN PROPN AUX VERB ADV	det advmod obj vocative root advmod	ADP NOUN PROPN VERB PROPN	compound nsubj amod obj compound
726	Fantastic job, totally flawless	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ PRON PART NOUN	amod obj root case	DET VERB VERB PART	amod root nsubj compound
727	You are irrelevant here, got it?	இங்கே நீ பொருத்தமற்றவன்	disrespect_dismissive	PRON AUX ADJ ADV DET PART	nsubj aux amod advmod case vocative	NOUN PRON VERB	advmod obj root
728	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON DET	nsubj det
729	This won't end well for you	இது உனக்குச் சரியாக முடிவதில்லை	threat	DET AUX ADV INTJ PROPN PRON	det punct root amod case nsubj	VERB PART ADV PART	obj nsubj nsubj advmod
730	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	PRON VERB ADJ PRON	case root nsubj obj	ADP VERB	advmod root
731	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB PRON PRON ADV	nsubj aux root amod nsubj advmod	DET VERB VERB	amod nsubj root
732	Fantastic job, totally flawless 🙄	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ PROPN ADJ PART PART	amod advmod advmod det advmod	NOUN VERB VERB PART	compound nsubj obj det
